Acc_X0;Acc_Y0;Acc_Z0;Gy_X0;Gy_Y0;De_Y0;De_Y0K;Gyro_Z0;De_Z0;De_Z0K;Yaw;Yaw_k;Pitch;Pitch_K;Acc_X1;Acc_Y1;Acc_Z1;Gy_X1;Gy_Y1;De_Y1;De_Y1K;Gyro_Z1;De_Z1;De_Z1K;Yaw1;Yaw1_k;Pitch1;Pitch1_K
-9.19;0.03;0.53;425;35;86.67;86.46;-609;3.33;3.36;1.00;0.84;-1.59;-1.27;-9.86;-1.31;-0.25;291;57;82.29;81.85;-92;-1.46;-1.32;0.30;0.03;-0.13;-0.10;
-9.17;0.08;0.56;309;71;86.48;86.46;-659;3.48;3.36;0.24;0.42;-1.04;-1.11;-9.88;-1.42;-0.30;286;55;81.65;81.85;-100;-1.74;-1.32;0.17;0.03;-0.16;-0.10;
-9.17;0.02;0.46;448;77;87.11;86.45;-648;2.89;3.36;0.41;0.41;-0.94;-0.99;-9.89;-1.40;-0.32;305;47;81.72;81.85;-120;-1.84;-1.32;-0.13;0.03;-0.28;-0.10;
-9.16;0.09;0.49;336;152;86.90;86.45;-661;3.06;3.37;0.21;0.27;0.20;-0.16;-9.88;-1.39;-0.30;201;42;81.83;81.85;-126;-1.72;-1.33;-0.22;0.03;-0.36;-0.10;
-9.22;0.08;0.53;457;148;86.65;86.45;-657;3.32;3.37;0.27;0.27;0.14;0.05;-9.86;-1.35;-0.24;198;70;82.10;81.85;-119;-1.40;-1.33;-0.12;0.03;0.07;-0.10;
-9.20;0.03;0.49;605;110;86.92;86.45;-705;3.07;3.37;-0.46;-0.24;-0.44;-0.29;-9.89;-1.34;-0.21;268;63;82.20;81.85;-146;-1.22;-1.33;-0.53;0.03;-0.04;-0.10;
-9.18;-0.04;0.50;344;250;86.85;86.45;-713;3.14;3.36;-0.59;-0.48;1.70;1.09;-9.85;-1.43;-0.27;316;48;81.62;81.85;-94;-1.58;-1.33;0.26;0.03;-0.27;-0.10;
-9.15;0.02;0.43;409;183;87.33;86.46;-661;2.67;3.36;0.21;-0.00;0.67;0.80;-9.84;-1.38;-0.33;281;104;81.78;81.85;-142;-1.89;-1.33;-0.47;0.03;0.59;-0.10;
-9.17;0.09;0.40;233;92;87.47;86.46;-648;2.47;3.36;0.41;0.28;-0.72;-0.26;-9.93;-1.46;-0.25;229;76;81.51;81.85;-153;-1.45;-1.33;-0.64;0.03;0.16;-0.10;
-9.19;0.03;0.47;381;98;87.05;86.46;-706;2.94;3.36;-0.48;-0.25;-0.62;-0.51;-9.86;-1.38;-0.29;274;54;81.88;81.85;-75;-1.69;-1.33;0.55;0.03;-0.18;-0.10;
-9.20;0.05;0.38;455;83;87.62;86.46;-653;2.36;3.36;0.33;0.15;-0.85;-0.75;-9.85;-1.43;-0.28;275;34;81.56;81.84;-107;-1.61;-1.33;0.07;0.03;-0.48;-0.10;
-9.15;0.07;0.48;438;101;86.93;86.46;-636;3.03;3.36;0.59;0.46;-0.58;-0.63;-9.89;-1.43;-0.23;302;55;81.67;81.84;-89;-1.33;-1.33;0.34;0.03;-0.16;-0.10;
-9.18;0.08;0.47;343;84;87.06;86.46;-629;2.90;3.36;0.70;0.62;-0.84;-0.77;-9.89;-1.32;-0.26;239;51;82.23;81.84;-107;-1.47;-1.33;0.07;0.03;-0.22;-0.10;
-9.17;0.02;0.37;516;99;87.69;86.46;-666;2.31;3.36;0.13;0.28;-0.61;-0.66;-9.83;-1.46;-0.31;232;63;81.37;81.84;-39;-1.76;-1.33;1.10;0.03;-0.04;-0.10;
-9.10;0.01;0.48;423;125;86.95;86.46;-615;3.05;3.36;0.91;0.72;-0.21;-0.35;-9.87;-1.47;-0.29;251;46;81.37;81.84;-82;-1.65;-1.33;0.45;0.03;-0.30;-0.10;
-9.17;0.12;0.51;438;42;86.71;86.46;-596;3.20;3.36;1.20;1.05;-1.48;-1.14;-9.86;-1.37;-0.27;271;84;81.97;81.84;-68;-1.54;-1.33;0.66;0.03;0.28;-0.10;
-9.15;0.07;0.55;435;93;86.54;86.45;-638;3.43;3.37;0.56;0.71;-0.70;-0.83;-9.85;-1.43;-0.24;290;64;81.61;81.84;-82;-1.40;-1.33;0.45;0.03;-0.02;-0.10;
-9.16;0.14;0.53;429;107;86.55;86.45;-649;3.34;3.37;0.39;0.49;-0.49;-0.59;-9.90;-1.29;-0.29;307;34;82.37;81.84;-105;-1.67;-1.33;0.10;0.03;-0.48;-0.10;
-9.15;0.04;0.50;359;77;86.88;86.45;-652;3.11;3.37;0.35;0.39;-0.94;-0.84;-9.90;-1.54;-0.19;243;5;81.08;81.84;-138;-1.11;-1.33;-0.41;0.03;-0.92;-0.10;
-9.19;0.09;0.41;449;176;87.40;86.45;-652;2.54;3.37;0.35;0.36;0.57;0.14;-9.87;-1.48;-0.23;254;30;81.39;81.84;-87;-1.34;-1.33;0.37;0.03;-0.54;-0.10;
-9.14;0.05;0.51;363;97;86.78;86.45;-615;3.20;3.37;0.91;0.74;-0.64;-0.40;-9.88;-1.40;-0.26;213;51;81.79;81.84;-84;-1.49;-1.33;0.42;0.03;-0.22;-0.10;
-9.22;0.05;0.50;462;120;86.89;86.45;-639;3.09;3.37;0.54;0.60;-0.29;-0.32;-9.86;-1.31;-0.21;272;72;82.32;81.84;-43;-1.24;-1.32;1.04;0.03;0.10;-0.10;
-9.15;0.04;0.50;482;98;86.84;86.45;-662;3.15;3.37;0.19;0.32;-0.62;-0.53;-9.84;-1.44;-0.30;307;19;81.48;81.83;-57;-1.71;-1.32;0.83;0.03;-0.71;-0.10;
-9.15;0.13;0.53;430;39;86.59;86.44;-596;3.31;3.38;1.20;0.93;-1.52;-1.22;-9.83;-1.30;-0.18;309;80;82.38;81.84;-141;-1.03;-1.32;-0.45;0.03;0.22;-0.10;
-9.19;0.03;0.45;431;135;87.17;86.44;-656;2.82;3.38;0.28;0.48;-0.06;-0.41;-9.84;-1.37;-0.27;262;81;81.94;81.84;-71;-1.56;-1.32;0.62;0.03;0.24;-0.10;
-9.21;0.02;0.38;439;71;87.64;86.44;-641;2.36;3.38;0.51;0.50;-1.04;-0.85;-9.84;-1.44;-0.26;267;85;81.56;81.84;-54;-1.49;-1.32;0.88;0.03;0.30;-0.10;
-9.18;0.04;0.52;320;27;86.75;86.44;-669;3.25;3.38;0.09;0.21;-1.71;-1.45;-9.81;-1.39;-0.23;308;86;81.80;81.84;-32;-1.33;-1.32;1.21;0.04;0.31;-0.10;
-9.06;0.11;0.58;589;103;86.30;86.43;-670;3.63;3.38;0.07;0.11;-0.55;-0.82;-9.88;-1.27;-0.26;366;55;82.55;81.84;-97;-1.47;-1.32;0.22;0.04;-0.16;-0.10;
-9.17;0.20;0.45;636;93;86.93;86.43;-641;2.81;3.38;0.51;0.39;-0.70;-0.74;-9.92;-1.17;-0.30;242;58;83.07;81.84;-121;-1.71;-1.32;-0.15;0.04;-0.11;-0.10;
-9.18;0.20;0.51;445;137;86.61;86.43;-660;3.15;3.38;0.22;0.27;-0.03;-0.24;-9.85;-1.39;-0.23;293;22;81.85;81.84;-104;-1.35;-1.32;0.11;0.04;-0.66;-0.10;
-9.18;0.07;0.58;246;127;86.35;86.43;-630;3.63;3.38;0.68;0.56;-0.18;-0.20;-9.84;-1.31;-0.32;255;61;82.19;81.84;-116;-1.85;-1.32;-0.07;0.04;-0.07;-0.10;
-9.19;0.10;0.50;412;86;86.80;86.43;-678;3.14;3.38;-0.05;0.13;-0.81;-0.62;-9.84;-1.37;-0.26;219;35;81.95;81.84;-80;-1.52;-1.32;0.48;0.04;-0.47;-0.10;
-9.11;0.11;0.47;568;68;86.98;86.43;-632;2.94;3.39;0.65;0.49;-1.08;-0.94;-9.85;-1.47;-0.32;416;83;81.34;81.84;-78;-1.81;-1.32;0.51;0.04;0.27;-0.10;
-9.15;0.14;0.55;614;77;86.45;86.42;-653;3.43;3.39;0.33;0.38;-0.94;-0.94;-9.89;-1.21;-0.32;264;140;82.79;81.84;-146;-1.81;-1.32;-0.53;0.03;1.14;-0.10;
-9.18;0.06;0.51;427;191;86.81;86.42;-714;3.17;3.39;-0.60;-0.30;0.80;0.27;-9.87;-1.30;-0.18;121;52;82.43;81.84;-75;-1.06;-1.32;0.55;0.04;-0.21;-0.10;
-9.21;0.17;0.46;480;168;86.95;86.42;-697;2.86;3.38;-0.34;-0.33;0.44;0.39;-9.84;-1.20;-0.18;130;59;82.96;81.84;-108;-1.02;-1.32;0.05;0.04;-0.10;-0.10;
-9.27;0.13;0.57;310;112;86.41;86.42;-694;3.49;3.38;-0.30;-0.31;-0.41;-0.17;-9.90;-1.37;-0.30;203;43;81.96;81.84;-115;-1.73;-1.32;-0.06;0.04;-0.34;-0.10;
-9.19;0.08;0.45;171;129;87.16;86.43;-682;2.79;3.38;-0.11;-0.17;-0.15;-0.16;-9.94;-1.38;-0.35;201;20;81.83;81.84;-45;-1.98;-1.32;1.01;0.04;-0.69;-0.10;
-9.17;0.10;0.54;466;79;86.59;86.42;-619;3.35;3.38;0.85;0.54;-0.91;-0.68;-9.88;-1.45;-0.26;361;63;81.52;81.84;-73;-1.47;-1.32;0.59;0.04;-0.04;-0.10;
-9.16;0.06;0.55;462;126;86.53;86.42;-690;3.45;3.38;-0.23;0.00;-0.20;-0.34;-9.90;-1.33;-0.18;287;56;82.29;81.84;-47;-1.05;-1.32;0.98;0.04;-0.15;-0.10;
-9.13;0.11;0.48;537;100;86.88;86.42;-650;3.04;3.38;0.38;0.26;-0.59;-0.52;-9.90;-1.27;-0.26;434;57;82.52;81.84;-74;-1.47;-1.32;0.57;0.04;-0.13;-0.10;
-9.21;0.13;0.59;346;47;86.27;86.42;-597;3.65;3.39;1.19;0.91;-1.40;-1.13;-9.92;-1.31;-0.11;362;72;82.43;81.84;-108;-0.64;-1.31;0.05;0.04;0.10;-0.10;
-9.24;0.11;0.51;425;114;86.78;86.42;-604;3.15;3.39;1.08;1.03;-0.38;-0.61;-9.85;-1.30;-0.27;197;73;82.32;81.84;-84;-1.56;-1.31;0.42;0.04;0.11;-0.10;
-9.15;0.10;0.55;447;104;86.52;86.41;-614;3.42;3.39;0.93;0.96;-0.53;-0.56;-9.88;-1.25;-0.24;232;41;82.69;81.84;-108;-1.37;-1.31;0.05;0.04;-0.37;-0.10;
-9.17;0.11;0.62;486;143;86.08;86.41;-608;3.86;3.40;1.02;1.00;0.06;-0.12;-9.90;-1.26;-0.17;327;82;82.69;81.84;-57;-0.99;-1.31;0.83;0.04;0.25;-0.10;
-9.16;0.11;0.57;426;106;86.40;86.41;-628;3.53;3.40;0.71;0.80;-0.50;-0.39;-9.87;-1.30;-0.23;340;111;82.41;81.84;-76;-1.31;-1.31;0.54;0.04;0.69;-0.10;
-9.17;0.16;0.62;391;153;86.02;86.41;-602;3.86;3.41;1.11;1.02;0.22;0.03;-9.86;-1.32;-0.21;282;104;82.29;81.85;-118;-1.20;-1.31;-0.10;0.04;0.59;-0.10;
-9.23;0.19;0.58;419;117;86.22;86.41;-590;3.59;3.41;1.29;1.21;-0.33;-0.22;-9.88;-1.23;-0.22;298;114;82.82;81.85;-116;-1.25;-1.31;-0.07;0.04;0.74;-0.10;
-9.14;0.20;0.61;325;87;86.01;86.41;-565;3.80;3.42;1.67;1.53;-0.79;-0.62;-9.83;-1.44;-0.26;133;87;81.51;81.85;-190;-1.47;-1.31;-1.20;0.04;0.33;-0.10;
-9.15;0.21;0.51;536;118;86.56;86.40;-671;3.16;3.42;0.06;0.50;-0.32;-0.41;-9.85;-1.27;-0.31;229;76;82.46;81.85;-114;-1.78;-1.31;-0.04;0.04;0.16;-0.09;
-9.14;0.17;0.49;409;37;86.76;86.40;-632;3.06;3.42;0.65;0.61;-1.56;-1.21;-9.90;-1.33;-0.20;125;95;82.26;81.85;-69;-1.14;-1.31;0.65;0.04;0.45;-0.09;
-9.13;0.20;0.57;570;20;86.22;86.40;-666;3.58;3.42;0.13;0.28;-1.81;-1.63;-9.93;-1.40;-0.30;-137;143;81.77;81.85;-51;-1.73;-1.31;0.92;0.04;1.18;-0.09;
-9.15;0.21;0.60;391;137;86.04;86.39;-664;3.73;3.43;0.16;0.20;-0.03;-0.51;-9.89;-1.32;-0.22;221;37;82.28;81.85;-122;-1.28;-1.31;-0.16;0.04;-0.44;-0.09;
-9.18;0.21;0.58;423;192;86.14;86.39;-688;3.63;3.43;-0.20;-0.08;0.81;0.41;-9.94;-1.30;-0.23;414;38;82.43;81.85;-124;-1.32;-1.31;-0.19;0.04;-0.42;-0.09;
-9.18;0.14;0.58;450;187;86.29;86.39;-672;3.62;3.43;0.04;0.00;0.73;0.64;-9.85;-1.31;-0.30;466;31;82.23;81.85;-142;-1.72;-1.31;-0.47;0.04;-0.53;-0.09;
-9.15;0.18;0.51;508;172;86.64;86.39;-707;3.17;3.43;-0.49;-0.34;0.51;0.55;-9.89;-1.32;-0.27;285;99;82.23;81.85;-117;-1.52;-1.31;-0.09;0.04;0.51;-0.09;
-9.18;0.13;0.61;460;100;86.09;86.39;-690;3.82;3.43;-0.23;-0.27;-0.59;-0.25;-9.84;-1.29;-0.39;308;58;82.19;81.85;-149;-2.28;-1.32;-0.57;0.04;-0.11;-0.09;
-9.15;0.28;0.59;457;121;85.92;86.39;-693;3.69;3.42;-0.28;-0.28;-0.27;-0.27;-9.88;-1.29;-0.35;282;17;82.28;81.85;-143;-2.02;-1.32;-0.48;0.04;-0.74;-0.09;
-9.22;0.15;0.54;465;143;86.52;86.39;-709;3.36;3.42;-0.52;-0.45;0.06;-0.04;-9.92;-1.28;-0.29;240;36;82.48;81.85;-152;-1.66;-1.32;-0.62;0.04;-0.45;-0.09;
-9.15;0.14;0.52;245;106;86.62;86.39;-673;3.27;3.42;0.03;-0.12;-0.50;-0.36;-9.88;-1.35;-0.35;332;-1;81.96;81.85;-174;-2.03;-1.32;-0.96;0.03;-1.02;-0.09;
-9.12;0.14;0.52;446;157;86.60;86.39;-712;3.28;3.42;-0.57;-0.43;0.28;0.08;-9.86;-1.44;-0.38;5;-20;81.44;81.85;-109;-2.16;-1.32;0.04;0.03;-1.31;-0.10;
-9.12;0.13;0.59;557;193;86.21;86.39;-722;3.70;3.42;-0.72;-0.63;0.83;0.60;-9.86;-1.31;-0.29;291;11;82.24;81.85;-56;-1.69;-1.32;0.85;0.04;-0.83;-0.10;
-9.10;0.10;0.53;540;143;86.60;86.39;-719;3.35;3.42;-0.68;-0.66;0.06;0.23;-9.80;-1.25;-0.31;380;50;82.50;81.85;-41;-1.79;-1.32;1.07;0.04;-0.24;-0.10;
-9.06;0.19;0.60;536;85;86.04;86.39;-658;3.78;3.42;0.25;-0.02;-0.82;-0.50;-9.88;-1.32;-0.14;471;57;82.35;81.85;-106;-0.81;-1.32;0.08;0.04;-0.13;-0.10;
-9.11;0.13;0.59;368;263;86.20;86.39;-733;3.72;3.42;-0.89;-0.63;1.90;1.17;-9.90;-1.16;-0.30;278;42;83.11;81.85;-4;-1.74;-1.32;1.64;0.04;-0.36;-0.10;
-9.22;0.25;0.61;403;83;85.92;86.39;-599;3.78;3.42;1.15;0.61;-0.85;-0.24;-9.88;-1.22;-0.28;240;54;82.80;81.85;-89;-1.60;-1.32;0.34;0.04;-0.18;-0.10;
-9.21;0.19;0.64;426;66;85.84;86.39;-643;3.99;3.42;0.48;0.52;-1.11;-0.85;-9.90;-1.25;-0.31;212;54;82.60;81.85;-150;-1.80;-1.32;-0.59;0.04;-0.18;-0.10;
-9.10;0.15;0.48;478;188;86.86;86.39;-676;3.00;3.42;-0.02;0.14;0.75;0.27;-9.83;-1.22;-0.25;161;71;82.78;81.85;-99;-1.42;-1.32;0.19;0.04;0.08;-0.09;
-9.17;0.16;0.53;445;150;86.51;86.39;-646;3.34;3.42;0.44;0.35;0.17;0.20;-9.90;-1.24;-0.31;279;80;82.66;81.85;-111;-1.77;-1.32;0.01;0.04;0.22;-0.09;
-9.20;0.16;0.62;476;164;86.00;86.39;-662;3.88;3.42;0.19;0.24;0.38;0.33;-9.85;-1.21;-0.41;231;34;82.63;81.85;-138;-2.36;-1.32;-0.41;0.04;-0.48;-0.09;
-9.17;0.11;0.36;460;118;87.65;86.40;-686;2.25;3.42;-0.17;-0.05;-0.32;-0.12;-9.89;-1.22;-0.31;199;76;82.75;81.86;-108;-1.80;-1.32;0.05;0.04;0.16;-0.09;
-9.15;0.10;0.54;454;115;86.55;86.40;-663;3.39;3.42;0.18;0.11;-0.36;-0.29;-9.88;-1.29;-0.30;242;65;82.38;81.86;-129;-1.70;-1.32;-0.27;0.04;-0.01;-0.09;
-9.12;0.13;0.56;490;92;86.37;86.39;-702;3.54;3.42;-0.42;-0.26;-0.72;-0.59;-9.85;-1.29;-0.26;207;35;82.39;81.86;-122;-1.50;-1.32;-0.16;0.04;-0.47;-0.09;
-9.18;0.21;0.63;457;82;85.88;86.39;-644;3.91;3.42;0.47;0.25;-0.87;-0.78;-9.86;-1.25;-0.27;261;63;82.63;81.86;-148;-1.58;-1.33;-0.56;0.03;-0.04;-0.09;
-9.21;0.22;0.47;451;146;86.78;86.39;-684;2.92;3.42;-0.14;-0.02;0.11;-0.16;-9.89;-1.20;-0.32;234;41;82.87;81.86;-144;-1.84;-1.33;-0.50;0.03;-0.37;-0.09;
-9.15;0.14;0.55;286;150;86.43;86.39;-675;3.46;3.42;-0.01;-0.01;0.17;0.07;-9.90;-1.20;-0.22;264;43;82.97;81.86;-181;-1.28;-1.33;-1.06;0.03;-0.34;-0.09;
-9.09;0.10;0.56;369;185;86.40;86.39;-690;3.55;3.42;-0.23;-0.17;0.70;0.51;-9.87;-1.28;-0.24;253;14;82.49;81.86;-120;-1.38;-1.33;-0.13;0.03;-0.79;-0.09;
-9.21;0.10;0.57;259;164;86.42;86.39;-653;3.53;3.42;0.33;0.18;0.38;0.42;-9.88;-1.23;-0.22;307;52;82.77;81.86;-108;-1.29;-1.33;0.05;0.03;-0.21;-0.09;
-9.21;0.21;0.58;420;146;86.17;86.39;-667;3.59;3.42;0.12;0.14;0.11;0.20;-9.93;-1.17;-0.29;223;62;83.09;81.86;-106;-1.64;-1.33;0.08;0.03;-0.05;-0.09;
-9.17;0.10;0.72;448;138;85.48;86.39;-655;4.47;3.42;0.30;0.25;-0.01;0.05;-9.88;-1.25;-0.30;307;69;82.57;81.86;-105;-1.72;-1.33;0.10;0.03;0.05;-0.09;
-9.20;0.22;0.58;512;148;86.15;86.39;-691;3.61;3.43;-0.25;-0.10;0.14;0.11;-9.90;-1.30;-0.32;306;80;82.30;81.86;-177;-1.82;-1.33;-1.00;0.03;0.22;-0.09;
-9.14;0.18;0.50;512;93;86.70;86.39;-636;3.11;3.43;0.59;0.38;-0.70;-0.45;-9.87;-1.29;-0.16;223;70;82.50;81.86;-223;-0.92;-1.33;-1.70;0.03;0.07;-0.09;
-9.10;0.10;0.60;335;138;86.18;86.39;-665;3.77;3.43;0.15;0.22;-0.01;-0.15;-9.93;-1.43;-0.25;114;62;81.71;81.86;-148;-1.43;-1.33;-0.56;0.03;-0.05;-0.09;
-9.16;0.11;0.44;440;127;87.16;86.39;-661;2.76;3.43;0.21;0.21;-0.18;-0.17;-9.84;-1.30;-0.29;220;99;82.27;81.87;-113;-1.70;-1.34;-0.03;0.03;0.51;-0.09;
-9.15;0.04;0.50;371;130;86.88;86.39;-644;3.11;3.43;0.47;0.39;-0.14;-0.15;-9.88;-1.27;-0.28;209;55;82.50;81.87;-140;-1.62;-1.34;-0.44;0.03;-0.16;-0.09;
-9.17;0.09;0.44;421;129;87.18;86.39;-716;2.77;3.43;-0.63;-0.32;-0.15;-0.15;-9.83;-1.39;-0.26;96;86;81.81;81.87;-75;-1.50;-1.34;0.55;0.03;0.31;-0.09;
-9.18;0.18;0.48;272;103;86.83;86.39;-622;2.98;3.43;0.80;0.46;-0.55;-0.43;-9.85;-1.35;-0.26;256;37;82.04;81.87;-100;-1.51;-1.34;0.17;0.03;-0.44;-0.09;
-9.15;0.11;0.49;611;50;86.83;86.39;-684;3.09;3.43;-0.14;0.04;-1.36;-1.07;-9.86;-1.34;-0.36;314;57;81.98;81.86;-107;-2.09;-1.34;0.07;0.03;-0.13;-0.09;
-9.15;0.12;0.54;471;94;86.54;86.39;-627;3.38;3.43;0.73;0.52;-0.68;-0.80;-9.87;-1.26;-0.14;389;81;82.66;81.87;-82;-0.81;-1.33;0.45;0.03;0.24;-0.09;
-9.17;0.10;0.54;443;85;86.60;86.38;-614;3.35;3.43;0.93;0.80;-0.82;-0.82;-9.87;-1.32;-0.25;348;64;82.25;81.87;-143;-1.46;-1.34;-0.48;0.03;-0.02;-0.09;
-9.12;0.12;0.59;440;167;86.24;86.38;-690;3.68;3.43;-0.23;0.08;0.43;0.05;-9.94;-1.38;-0.28;108;58;81.92;81.87;-74;-1.61;-1.34;0.57;0.03;-0.11;-0.09;
-9.18;0.13;0.47;401;132;86.95;86.38;-679;2.93;3.43;-0.07;-0.02;-0.10;-0.06;-9.92;-1.32;-0.26;239;42;82.30;81.87;-49;-1.46;-1.33;0.95;0.03;-0.36;-0.09;
-9.14;0.21;0.60;350;-14;85.99;86.38;-506;3.78;3.43;2.57;1.79;-2.33;-1.64;-9.90;-1.35;-0.22;242;61;82.11;81.87;-279;-1.27;-1.34;-2.56;0.03;-0.07;-0.09;
-9.19;0.08;0.58;531;167;86.36;86.37;-728;3.61;3.44;-0.81;-0.03;0.43;-0.20;-9.85;-1.27;-0.32;261;55;82.42;81.87;-79;-1.83;-1.34;0.49;0.03;-0.16;-0.09;
-9.17;0.16;0.51;403;69;86.68;86.37;-633;3.17;3.44;0.64;0.44;-1.07;-0.80;-9.85;-1.25;-0.27;263;62;82.62;81.87;-120;-1.59;-1.34;-0.13;0.03;-0.05;-0.09;
-9.15;0.19;0.59;406;117;86.10;86.37;-715;3.72;3.44;-0.62;-0.30;-0.33;-0.48;-9.91;-1.30;-0.24;235;85;82.38;81.87;-25;-1.40;-1.34;1.32;0.03;0.30;-0.09;
-9.18;0.17;0.56;557;156;86.38;86.37;-673;3.47;3.44;0.03;-0.07;0.26;0.04;-9.94;-1.26;-0.25;339;85;82.64;81.87;-89;-1.41;-1.34;0.34;0.03;0.30;-0.09;
-9.17;0.17;0.55;511;159;86.41;86.37;-634;3.43;3.44;0.62;0.41;0.31;0.23;-9.79;-1.36;-0.21;298;71;82.02;81.87;-129;-1.25;-1.34;-0.27;0.03;0.08;-0.09;
-9.16;0.13;0.55;524;209;86.45;86.37;-716;3.46;3.44;-0.63;-0.32;1.07;0.81;-9.88;-1.34;-0.34;299;58;82.05;81.87;-134;-1.96;-1.34;-0.35;0.03;-0.11;-0.09;
-9.14;0.16;0.56;418;154;86.38;86.37;-668;3.48;3.44;0.10;-0.02;0.23;0.41;-9.84;-1.29;-0.32;318;66;82.30;81.87;-108;-1.85;-1.34;0.05;0.03;0.01;-0.09;
-9.19;0.24;0.64;557;169;85.72;86.37;-658;4.01;3.44;0.25;0.17;0.46;0.44;-9.85;-1.28;-0.34;303;68;82.34;81.87;-109;-1.94;-1.34;0.04;0.03;0.04;-0.09;
-9.24;0.10;0.59;842;107;86.26;86.38;-683;3.68;3.44;-0.13;-0.04;-0.49;-0.20;-9.87;-1.27;-0.21;383;100;82.56;81.87;-66;-1.21;-1.34;0.69;0.03;0.53;-0.09;
-9.16;0.21;0.55;264;119;86.33;86.37;-662;3.44;3.44;0.19;0.12;-0.30;-0.27;-9.90;-1.36;-0.25;82;52;82.05;81.87;-142;-1.44;-1.34;-0.47;0.03;-0.21;-0.09;
-9.15;0.16;0.54;399;190;86.49;86.37;-698;3.37;3.44;-0.36;-0.21;0.78;0.46;-9.89;-1.33;-0.37;161;39;82.07;81.87;-129;-2.14;-1.34;-0.27;0.03;-0.40;-0.09;
-9.19;0.11;0.53;374;91;86.60;86.38;-672;3.33;3.44;0.04;-0.04;-0.73;-0.37;-9.85;-1.39;-0.24;334;36;81.85;81.87;-115;-1.36;-1.34;-0.06;0.03;-0.45;-0.09;
-9.21;0.16;0.60;547;120;86.15;86.37;-685;3.71;3.44;-0.16;-0.12;-0.29;-0.31;-9.87;-1.23;-0.29;336;62;82.71;81.87;-94;-1.68;-1.34;0.26;0.03;-0.05;-0.09;
-9.17;0.17;0.56;523;90;86.35;86.37;-677;3.50;3.44;-0.04;-0.06;-0.75;-0.61;-9.92;-1.21;-0.28;267;56;82.84;81.87;-119;-1.62;-1.34;-0.12;0.03;-0.15;-0.09;
-9.20;0.11;0.56;409;127;86.44;86.37;-695;3.49;3.44;-0.31;-0.24;-0.18;-0.31;-9.86;-1.21;-0.26;235;46;82.87;81.88;-127;-1.47;-1.34;-0.24;0.03;-0.30;-0.09;
-9.23;0.16;0.48;388;174;86.87;86.37;-666;2.96;3.44;0.13;0.02;0.54;0.28;-9.90;-1.33;-0.31;196;64;82.12;81.88;-169;-1.77;-1.34;-0.88;0.03;-0.02;-0.09;
-9.16;0.16;0.47;376;173;86.86;86.37;-710;2.97;3.44;-0.54;-0.37;0.52;0.45;-9.91;-1.23;-0.31;189;52;82.71;81.88;-158;-1.80;-1.35;-0.71;0.03;-0.21;-0.09;
-9.11;0.07;0.52;443;139;86.70;86.38;-676;3.27;3.44;-0.02;-0.13;0.00;0.14;-9.86;-1.32;-0.30;210;60;82.15;81.88;-145;-1.75;-1.35;-0.51;0.03;-0.08;-0.09;
-9.14;0.07;0.55;184;142;86.52;86.38;-694;3.45;3.44;-0.30;-0.24;0.05;0.08;-9.84;-1.28;-0.23;215;95;82.49;81.88;-87;-1.34;-1.35;0.37;0.03;0.45;-0.09;
-9.17;0.11;0.52;393;120;86.68;86.38;-715;3.25;3.43;-0.62;-0.50;-0.29;-0.18;-9.80;-1.29;-0.27;254;106;82.36;81.88;-91;-1.57;-1.35;0.31;0.03;0.62;-0.09;
-9.16;0.04;0.46;499;104;87.10;86.38;-713;2.89;3.43;-0.59;-0.56;-0.53;-0.42;-9.88;-1.36;-0.32;232;23;81.94;81.88;-70;-1.81;-1.35;0.63;0.03;-0.65;-0.09;
-9.17;0.05;0.47;547;124;87.08;86.38;-702;2.90;3.43;-0.42;-0.46;-0.23;-0.29;-9.92;-1.49;-0.33;295;52;81.25;81.88;-64;-1.91;-1.35;0.72;0.03;-0.21;-0.09;
-9.14;0.13;0.49;382;64;86.81;86.38;-649;3.08;3.43;0.39;0.13;-1.14;-0.88;-9.87;-1.36;-0.31;249;13;81.97;81.88;-120;-1.76;-1.35;-0.13;0.03;-0.80;-0.09;
-9.16;0.05;0.55;359;117;86.52;86.37;-647;3.46;3.43;0.42;0.33;-0.33;-0.50;-9.91;-1.32;-0.32;255;54;82.22;81.88;-111;-1.81;-1.35;0.01;0.03;-0.18;-0.09;
-9.14;0.12;0.50;540;30;86.80;86.37;-670;3.11;3.43;0.07;0.15;-1.66;-1.31;-9.86;-1.34;-0.27;251;58;82.10;81.88;-121;-1.57;-1.35;-0.15;0.03;-0.11;-0.09;
-9.09;0.05;0.61;456;82;86.17;86.37;-671;3.82;3.43;0.06;0.08;-0.87;-1.00;-9.91;-1.33;-0.21;248;47;82.25;81.88;-115;-1.18;-1.35;-0.06;0.03;-0.28;-0.09;
-9.12;0.15;0.56;567;103;86.35;86.36;-646;3.52;3.43;0.44;0.33;-0.55;-0.69;-9.89;-1.28;-0.29;272;55;82.41;81.88;-117;-1.69;-1.35;-0.09;0.03;-0.16;-0.09;
-9.19;0.04;0.63;469;227;86.08;86.36;-682;3.91;3.43;-0.11;0.02;1.35;0.73;-9.92;-1.36;-0.30;225;51;82.00;81.88;-42;-1.71;-1.35;1.06;0.03;-0.22;-0.09;
