Acc_X0;Acc_Y0;Acc_Z0;Gy_X0;Gy_Y0;De_Y0;De_Y0K;Gyro_Z0;De_Z0;De_Z0K;Yaw;Yaw_k;Pitch;Pitch_K;Acc_X1;Acc_Y1;Acc_Z1;Gy_X1;Gy_Y1;De_Y1;De_Y1K;Gyro_Z1;De_Z1;De_Z1K;Yaw1;Yaw1_k;Pitch1;Pitch1_K
-9.17;0.11;0.43;489;130;87.23;86.51;-657;2.68;3.21;0.27;0.16;-0.14;-0.20;-9.81;-1.40;-0.18;219;39;81.82;82.01;-93;-1.04;-1.56;0.28;-0.01;-0.40;-0.04;
-9.15;0.05;0.47;273;155;87.06;86.51;-572;2.93;3.21;1.57;1.14;0.25;0.11;-9.91;-1.46;-0.27;228;88;81.50;82.01;-157;-1.56;-1.56;-0.70;-0.01;0.34;-0.04;
-9.15;-0.04;0.48;274;152;87.00;86.51;-649;2.99;3.21;0.39;0.62;0.20;0.17;-9.86;-1.41;-0.31;250;66;81.66;82.01;-70;-1.80;-1.56;0.63;-0.01;0.01;-0.04;
-9.15;0.09;0.45;569;148;87.15;86.51;-674;2.80;3.22;0.01;0.19;0.14;0.15;-9.88;-1.43;-0.27;292;82;81.60;82.01;-19;-1.52;-1.56;1.41;-0.01;0.25;-0.04;
-9.17;0.10;0.42;436;172;87.29;86.52;-626;2.63;3.22;0.74;0.58;0.51;0.40;-9.88;-1.32;-0.25;280;49;82.24;82.01;-70;-1.46;-1.56;0.63;-0.01;-0.25;-0.04;
-9.25;0.05;0.36;190;171;87.75;86.52;-633;2.23;3.22;0.64;0.62;0.49;0.46;-9.81;-1.31;-0.34;265;81;82.13;82.01;-39;-1.98;-1.56;1.10;-0.01;0.24;-0.04;
-9.17;0.10;0.49;234;144;86.88;86.52;-601;3.07;3.22;1.12;0.97;0.08;0.20;-9.88;-1.37;-0.28;275;18;81.96;82.01;-96;-1.63;-1.56;0.23;-0.01;-0.73;-0.04;
-9.21;0.09;0.43;341;125;87.24;86.52;-618;2.70;3.22;0.86;0.90;-0.21;-0.09;-9.83;-1.42;-0.25;327;74;81.67;82.01;-34;-1.43;-1.56;1.18;-0.00;0.13;-0.04;
-9.15;0.15;0.55;345;72;86.44;86.52;-612;3.43;3.23;0.96;0.94;-1.02;-0.74;-9.90;-1.28;-0.27;285;85;82.49;82.01;-50;-1.55;-1.56;0.94;-0.00;0.30;-0.04;
-9.15;0.15;0.47;505;42;86.94;86.52;-605;2.91;3.23;1.06;1.03;-1.48;-1.25;-9.90;-1.38;-0.26;241;71;81.92;82.01;-119;-1.51;-1.56;-0.12;-0.00;0.08;-0.04;
-9.15;0.18;0.51;514;97;86.61;86.52;-648;3.19;3.23;0.41;0.59;-0.64;-0.83;-9.88;-1.23;-0.32;169;84;82.68;82.01;-112;-1.84;-1.56;-0.01;-0.00;0.28;-0.04;
-9.19;0.16;0.41;514;159;87.26;86.51;-672;2.55;3.23;0.04;0.21;0.31;-0.04;-9.85;-1.21;-0.44;149;70;82.55;82.01;-107;-2.57;-1.56;0.07;-0.00;0.07;-0.04;
-9.15;0.17;0.47;598;76;86.86;86.51;-688;2.96;3.23;-0.20;-0.08;-0.96;-0.68;-9.90;-1.27;-0.29;317;72;82.53;82.01;-102;-1.65;-1.56;0.14;-0.00;0.10;-0.04;
-9.21;0.11;0.49;536;47;86.87;86.51;-684;3.06;3.23;-0.14;-0.12;-1.40;-1.18;-9.89;-1.28;-0.10;233;72;82.58;82.01;-142;-0.56;-1.56;-0.47;-0.00;0.10;-0.04;
-9.19;0.09;0.44;704;112;87.22;86.51;-704;2.72;3.23;-0.45;-0.35;-0.41;-0.64;-9.95;-1.37;-0.33;306;65;81.96;82.01;-123;-1.91;-1.56;-0.18;-0.00;-0.01;-0.04;
-9.17;0.14;0.43;452;152;87.15;86.51;-683;2.71;3.23;-0.13;-0.20;0.20;-0.06;-9.86;-1.39;-0.23;247;34;81.88;82.01;-82;-1.31;-1.56;0.45;-0.00;-0.48;-0.04;
-9.12;0.10;0.34;570;167;87.76;86.51;-669;2.15;3.22;0.09;0.00;0.43;0.28;-9.89;-1.33;-0.30;318;40;82.15;82.01;-78;-1.73;-1.56;0.51;-0.00;-0.39;-0.04;
-9.20;0.04;0.37;543;91;87.66;86.51;-615;2.33;3.22;0.91;0.63;-0.73;-0.42;-9.90;-1.31;-0.22;237;58;82.39;82.01;-68;-1.25;-1.56;0.66;-0.00;-0.11;-0.04;
-9.19;0.10;0.42;549;123;87.33;86.51;-700;2.60;3.22;-0.39;-0.08;-0.24;-0.30;-9.84;-1.27;-0.42;227;40;82.24;82.01;-11;-2.40;-1.56;1.53;-0.00;-0.39;-0.04;
-9.22;0.09;0.54;367;72;86.62;86.51;-659;3.33;3.22;0.24;0.14;-1.02;-0.80;-9.92;-1.20;-0.35;264;33;82.82;82.01;-75;-2.00;-1.56;0.55;-0.00;-0.50;-0.04;
-9.27;0.14;0.53;521;97;86.58;86.51;-663;3.30;3.22;0.18;0.17;-0.64;-0.69;-9.95;-1.27;-0.24;234;69;82.58;82.01;-113;-1.35;-1.56;-0.03;-0.00;0.05;-0.04;
-9.20;0.10;0.47;570;94;87.00;86.51;-684;2.94;3.22;-0.14;-0.05;-0.68;-0.69;-9.87;-1.33;-0.28;286;52;82.18;82.01;-68;-1.59;-1.55;0.66;-0.00;-0.21;-0.04;
-9.21;0.18;0.41;621;1;87.22;86.51;-615;2.54;3.22;0.91;0.62;-2.10;-1.67;-9.85;-1.30;-0.27;371;84;82.34;82.01;-132;-1.53;-1.55;-0.32;-0.00;0.28;-0.04;
-9.10;0.21;0.45;333;87;86.84;86.50;-627;2.85;3.23;0.73;0.69;-0.79;-1.06;-9.89;-1.26;-0.26;303;73;82.59;82.01;-108;-1.48;-1.55;0.05;-0.00;0.11;-0.04;
-9.08;0.20;0.58;401;155;86.17;86.50;-659;3.62;3.23;0.24;0.38;0.25;-0.15;-9.91;-1.28;-0.28;244;58;82.48;82.01;-100;-1.63;-1.55;0.17;-0.00;-0.11;-0.04;
-9.13;0.12;0.56;405;71;86.43;86.50;-662;3.49;3.23;0.19;0.25;-1.04;-0.77;-9.90;-1.44;-0.24;212;63;81.62;82.01;-86;-1.38;-1.55;0.39;-0.00;-0.04;-0.04;
-9.19;0.22;0.49;396;108;86.63;86.49;-646;3.06;3.23;0.44;0.38;-0.47;-0.56;-9.90;-1.20;-0.34;212;62;82.82;82.01;-120;-1.95;-1.55;-0.13;-0.00;-0.05;-0.04;
-9.16;0.19;0.47;420;90;86.80;86.49;-628;2.97;3.23;0.71;0.61;-0.75;-0.69;-9.89;-1.39;-0.26;232;52;81.88;82.01;-129;-1.51;-1.55;-0.27;-0.00;-0.21;-0.04;
-9.20;0.16;0.44;438;45;87.08;86.49;-682;2.75;3.23;-0.11;0.11;-1.43;-1.21;-9.93;-1.24;-0.30;175;-1;82.68;82.01;-118;-1.71;-1.56;-0.10;-0.00;-1.02;-0.04;
-9.15;0.14;0.46;584;166;87.02;86.49;-710;2.85;3.23;-0.54;-0.34;0.41;-0.08;-9.90;-1.34;-0.27;303;21;82.14;82.01;-90;-1.52;-1.55;0.33;-0.00;-0.68;-0.04;
-9.14;0.14;0.50;453;153;86.74;86.49;-668;3.14;3.23;0.10;-0.03;0.22;0.13;-9.85;-1.31;-0.29;301;32;82.23;82.01;-128;-1.68;-1.56;-0.25;-0.00;-0.51;-0.04;
-9.12;0.14;0.52;361;125;86.62;86.49;-682;3.26;3.23;-0.11;-0.09;-0.21;-0.11;-9.84;-1.30;-0.37;210;53;82.21;82.01;-134;-2.14;-1.56;-0.35;-0.00;-0.19;-0.04;
-9.13;0.13;0.63;423;196;85.99;86.49;-743;3.93;3.23;-1.04;-0.75;0.87;0.57;-9.90;-1.26;-0.18;185;32;82.66;82.01;-81;-1.03;-1.56;0.46;-0.00;-0.51;-0.04;
-9.20;0.08;0.51;572;123;86.81;86.49;-671;3.15;3.23;0.06;-0.19;-0.24;0.01;-9.85;-1.43;-0.29;240;30;81.58;82.01;-151;-1.66;-1.56;-0.61;-0.00;-0.54;-0.04;
-9.10;0.14;0.43;362;142;87.18;86.49;-670;2.69;3.23;0.07;-0.01;0.05;0.04;-9.83;-1.37;-0.34;265;44;81.83;82.01;-164;-1.96;-1.56;-0.80;-0.00;-0.33;-0.04;
-9.19;0.14;0.52;447;221;86.63;86.49;-750;3.25;3.23;-1.15;-0.80;1.25;0.88;-9.89;-1.23;-0.28;327;30;82.74;82.01;-70;-1.61;-1.56;0.63;-0.00;-0.54;-0.04;
-9.26;0.21;0.56;416;210;86.31;86.50;-738;3.47;3.22;-0.97;-0.92;1.09;1.02;-9.89;-1.15;-0.26;332;55;83.18;82.01;-139;-1.50;-1.56;-0.42;-0.00;-0.16;-0.04;
-9.19;0.08;0.50;416;196;86.84;86.50;-760;3.12;3.22;-1.30;-1.19;0.87;0.92;-9.91;-1.37;-0.23;333;57;82.05;82.01;-160;-1.30;-1.56;-0.74;-0.00;-0.13;-0.04;
-9.17;0.15;0.48;344;147;86.89;86.50;-695;2.98;3.21;-0.31;-0.58;0.12;0.37;-9.93;-1.34;-0.22;223;47;82.23;82.01;-146;-1.27;-1.56;-0.53;-0.00;-0.28;-0.04;
-9.17;0.04;0.42;469;154;87.36;86.51;-732;2.62;3.21;-0.88;-0.78;0.23;0.27;-9.82;-1.33;-0.21;224;61;82.17;82.01;-145;-1.23;-1.56;-0.51;-0.00;-0.07;-0.04;
-9.09;0.10;0.50;429;210;86.79;86.51;-732;3.15;3.21;-0.88;-0.85;1.09;0.84;-9.83;-1.14;-0.32;249;82;83.10;82.01;-115;-1.85;-1.56;-0.06;-0.00;0.25;-0.04;
-9.17;0.00;0.46;216;222;87.12;86.52;-704;2.88;3.20;-0.45;-0.57;1.27;1.14;-9.86;-1.34;-0.27;243;79;82.09;82.01;-109;-1.53;-1.56;0.04;-0.00;0.21;-0.04;
-9.19;0.14;0.39;171;233;87.42;86.52;-711;2.42;3.20;-0.55;-0.56;1.44;1.35;-9.88;-1.34;-0.31;185;54;82.06;82.01;-112;-1.77;-1.56;-0.01;-0.00;-0.18;-0.04;
-9.22;0.01;0.39;463;106;87.56;86.53;-684;2.44;3.20;-0.14;-0.27;-0.50;0.06;-9.91;-1.29;-0.26;224;79;82.46;82.01;-127;-1.47;-1.56;-0.24;-0.00;0.21;-0.04;
-9.21;0.09;0.43;662;81;87.28;86.53;-679;2.67;3.19;-0.07;-0.13;-0.88;-0.60;-9.88;-1.41;-0.29;316;59;81.73;82.01;-155;-1.67;-1.56;-0.67;-0.00;-0.10;-0.04;
-9.10;0.15;0.41;473;96;87.24;86.53;-669;2.60;3.19;0.09;0.02;-0.65;-0.64;-9.84;-1.32;-0.25;260;49;82.23;82.01;-130;-1.42;-1.56;-0.28;-0.00;-0.25;-0.04;
-9.21;0.02;0.36;465;54;87.73;86.53;-656;2.27;3.19;0.28;0.20;-1.30;-1.10;-9.90;-1.41;-0.26;174;41;81.78;82.01;-117;-1.47;-1.56;-0.09;-0.00;-0.37;-0.04;
-9.10;0.01;0.41;325;179;87.39;86.53;-656;2.61;3.19;0.28;0.26;0.61;0.09;-9.85;-1.35;-0.32;226;87;81.98;82.01;-92;-1.82;-1.56;0.30;-0.00;0.33;-0.04;
-9.14;0.02;0.50;211;85;86.86;86.53;-615;3.14;3.19;0.91;0.71;-0.82;-0.54;-9.87;-1.37;-0.23;163;49;81.99;82.01;-141;-1.35;-1.56;-0.45;-0.00;-0.25;-0.04;
-9.22;0.07;0.42;462;111;87.34;86.53;-637;2.62;3.19;0.57;0.62;-0.43;-0.46;-9.85;-1.28;-0.29;264;76;82.44;82.01;-55;-1.65;-1.56;0.86;-0.00;0.16;-0.04;
-9.20;0.11;0.48;418;105;86.94;86.52;-624;2.98;3.20;0.77;0.73;-0.52;-0.50;-9.88;-1.30;-0.24;289;76;82.40;82.01;-31;-1.36;-1.56;1.23;-0.00;0.16;-0.04;
-9.11;0.09;0.31;474;48;87.98;86.52;-628;1.93;3.20;0.71;0.72;-1.39;-1.12;-9.87;-1.35;-0.31;295;63;81.99;82.01;-27;-1.79;-1.56;1.29;-0.00;-0.04;-0.04;
-9.20;0.08;0.35;438;120;87.79;86.52;-597;2.15;3.20;1.19;1.04;-0.29;-0.54;-9.82;-1.32;-0.23;240;53;82.25;82.01;-85;-1.31;-1.56;0.40;-0.00;-0.19;-0.04;
-9.17;0.11;0.46;425;149;87.07;86.52;-659;2.84;3.20;0.24;0.48;0.15;-0.06;-9.85;-1.27;-0.26;231;3;82.48;82.01;-35;-1.50;-1.55;1.17;-0.00;-0.95;-0.04;
-9.14;0.04;0.54;561;118;86.61;86.52;-636;3.38;3.20;0.59;0.56;-0.32;-0.24;-9.84;-1.27;-0.33;259;89;82.38;82.01;-76;-1.89;-1.55;0.54;-0.00;0.36;-0.04;
-9.23;0.17;0.46;596;123;86.98;86.52;-559;2.83;3.21;1.77;1.40;-0.24;-0.24;-9.98;-1.22;-0.26;227;69;82.88;82.01;-109;-1.48;-1.55;0.04;-0.00;0.05;-0.03;
-9.15;0.12;0.56;635;118;86.39;86.52;-613;3.52;3.21;0.94;1.08;-0.32;-0.30;-9.94;-1.34;-0.26;274;103;82.19;82.01;-13;-1.49;-1.55;1.50;-0.00;0.57;-0.03;
-9.12;0.18;0.49;321;126;86.72;86.52;-635;3.09;3.21;0.61;0.75;-0.20;-0.23;-9.89;-1.26;-0.24;257;99;82.61;82.01;-17;-1.40;-1.55;1.44;-0.00;0.51;-0.03;
-9.14;0.25;0.36;377;138;87.24;86.52;-658;2.28;3.22;0.25;0.40;-0.01;-0.08;-9.88;-1.21;-0.34;240;62;82.77;82.02;-71;-1.97;-1.55;0.62;-0.00;-0.05;-0.03;
-9.11;0.17;0.50;440;106;86.68;86.52;-619;3.13;3.22;0.85;0.71;-0.50;-0.37;-9.91;-1.32;-0.34;386;95;82.17;82.02;-124;-1.94;-1.55;-0.19;-0.00;0.45;-0.03;
-9.13;0.22;0.53;260;149;86.40;86.52;-618;3.32;3.22;0.86;0.82;0.15;-0.01;-9.87;-1.42;-0.24;459;56;81.69;82.02;-223;-1.40;-1.55;-1.70;-0.00;-0.15;-0.03;
-9.15;0.10;0.59;298;168;86.28;86.52;-682;3.67;3.22;-0.11;0.17;0.44;0.31;-9.80;-1.23;-0.28;273;72;82.66;82.02;-137;-1.61;-1.55;-0.39;-0.00;0.10;-0.03;
-9.13;0.20;0.45;537;94;86.94;86.52;-695;2.80;3.22;-0.31;-0.16;-0.68;-0.38;-9.88;-1.33;-0.29;318;126;82.17;82.02;-134;-1.69;-1.55;-0.35;-0.00;0.92;-0.03;
-9.10;0.13;0.47;407;143;86.90;86.52;-667;2.99;3.22;0.12;0.03;0.06;-0.07;-9.84;-1.28;-0.32;171;65;82.35;82.02;-123;-1.82;-1.56;-0.18;-0.00;-0.01;-0.03;
-9.15;0.14;0.49;457;102;86.83;86.52;-661;3.04;3.22;0.21;0.15;-0.56;-0.41;-9.92;-1.21;-0.29;200;37;82.86;82.02;-100;-1.69;-1.56;0.17;-0.00;-0.44;-0.03;
-9.19;0.19;0.55;416;120;86.40;86.52;-646;3.40;3.22;0.44;0.35;-0.29;-0.33;-9.87;-1.30;-0.31;204;25;82.32;82.02;-179;-1.77;-1.56;-1.03;-0.00;-0.62;-0.03;
-9.18;0.14;0.46;426;207;87.02;86.52;-699;2.84;3.22;-0.37;-0.15;1.04;0.63;-9.86;-1.19;-0.20;232;48;83.05;82.02;-94;-1.14;-1.56;0.26;-0.00;-0.27;-0.03;
-9.23;0.15;0.45;295;193;87.08;86.52;-723;2.77;3.22;-0.74;-0.56;0.83;0.77;-9.85;-1.27;-0.32;153;9;82.42;82.02;-85;-1.85;-1.56;0.40;-0.00;-0.86;-0.03;
-9.17;0.14;0.39;580;138;87.39;86.53;-709;2.46;3.22;-0.52;-0.54;-0.01;0.22;-9.91;-1.35;-0.30;328;29;82.03;82.02;-150;-1.74;-1.56;-0.59;-0.00;-0.56;-0.03;
-9.15;0.01;0.49;598;142;86.96;86.53;-750;3.04;3.21;-1.15;-0.96;0.05;0.10;-9.90;-1.35;-0.36;249;23;82.00;82.02;-136;-2.04;-1.56;-0.38;-0.00;-0.65;-0.03;
-9.17;0.15;0.40;483;128;87.35;86.53;-707;2.49;3.21;-0.49;-0.64;-0.17;-0.08;-9.92;-1.29;-0.31;319;66;82.41;82.02;-141;-1.78;-1.56;-0.45;-0.00;0.01;-0.03;
-9.17;0.20;0.43;362;149;87.05;86.53;-675;2.68;3.21;-0.01;-0.20;0.15;0.08;-9.87;-1.30;-0.26;116;38;82.33;82.02;-125;-1.50;-1.56;-0.21;-0.00;-0.42;-0.03;
-9.17;0.17;0.47;402;127;86.88;86.53;-687;2.93;3.20;-0.19;-0.19;-0.18;-0.10;-9.86;-1.29;-0.24;149;25;82.42;82.02;-168;-1.38;-1.56;-0.86;-0.00;-0.62;-0.03;
-9.21;0.04;0.54;273;51;86.64;86.53;-666;3.35;3.20;0.13;0.03;-1.34;-0.97;-9.89;-1.28;-0.30;231;49;82.41;82.02;-120;-1.72;-1.56;-0.13;-0.00;-0.25;-0.03;
-9.10;0.15;0.39;289;87;87.34;86.53;-698;2.48;3.20;-0.36;-0.24;-0.79;-0.84;-9.84;-1.21;-0.33;230;27;82.73;82.02;-93;-1.89;-1.56;0.28;-0.00;-0.59;-0.03;
-9.14;-0.01;0.43;542;136;87.33;86.53;-725;2.67;3.20;-0.77;-0.61;-0.04;-0.29;-9.83;-1.36;-0.21;346;87;82.05;82.02;-187;-1.19;-1.56;-1.15;-0.00;0.33;-0.03;
-9.20;0.20;0.46;534;107;86.87;86.53;-707;2.86;3.20;-0.49;-0.53;-0.49;-0.43;-9.88;-1.27;-0.25;329;87;82.55;82.02;-101;-1.44;-1.56;0.16;-0.00;0.33;-0.03;
-9.17;0.12;0.48;214;150;86.89;86.53;-636;3.02;3.20;0.59;0.25;0.17;-0.01;-9.90;-1.24;-0.35;217;31;82.61;82.02;-116;-2.03;-1.56;-0.07;-0.00;-0.53;-0.03;
-9.19;0.05;0.58;360;61;86.34;86.53;-654;3.64;3.20;0.32;0.30;-1.19;-0.83;-9.93;-1.20;-0.29;357;18;82.89;82.02;-127;-1.67;-1.56;-0.24;-0.00;-0.73;-0.03;
-9.21;0.03;0.53;27;304;86.73;86.53;-818;3.26;3.20;-2.19;-1.43;2.52;1.50;-9.79;-1.41;-0.20;234;25;81.71;82.02;-95;-1.18;-1.56;0.25;-0.00;-0.62;-0.03;
-9.16;0.01;0.44;431;217;87.24;86.53;-751;2.76;3.19;-1.17;-1.25;1.19;1.29;-9.87;-1.42;-0.30;287;103;81.66;82.02;-109;-1.74;-1.56;0.04;-0.00;0.57;-0.03;
-9.25;0.16;0.32;702;17;87.77;86.54;-663;2.01;3.18;0.18;-0.25;-1.86;-0.91;-9.88;-1.25;-0.25;381;62;82.64;82.02;-143;-1.44;-1.56;-0.48;-0.00;-0.05;-0.03;
-9.17;0.09;0.44;103;213;87.18;86.54;-774;2.77;3.18;-1.52;-1.13;1.13;0.51;-9.89;-1.39;-0.28;221;-22;81.81;82.02;-123;-1.62;-1.56;-0.18;-0.00;-1.34;-0.03;
-9.09;0.01;0.52;622;127;86.72;86.54;-697;3.28;3.18;-0.34;-0.58;-0.18;0.03;-9.85;-1.29;-0.33;293;27;82.32;82.02;-151;-1.93;-1.56;-0.61;-0.01;-0.59;-0.03;
-9.20;0.00;0.40;431;177;87.54;86.54;-712;2.46;3.17;-0.57;-0.57;0.58;0.41;-9.83;-1.37;-0.25;38;24;81.95;82.02;-101;-1.42;-1.56;0.16;-0.01;-0.63;-0.03;
-9.21;0.07;0.35;560;103;87.81;86.55;-731;2.15;3.17;-0.86;-0.77;-0.55;-0.26;-9.89;-1.23;-0.33;334;59;82.68;82.02;-24;-1.90;-1.56;1.33;-0.00;-0.10;-0.03;
-9.16;0.05;0.49;542;-30;86.95;86.54;-646;3.04;3.17;0.44;0.07;-2.58;-1.87;-9.98;-1.33;-0.20;366;40;82.33;82.02;-116;-1.14;-1.56;-0.07;-0.00;-0.39;-0.03;
-9.13;0.07;0.53;409;59;86.67;86.54;-668;3.31;3.17;0.10;0.09;-1.22;-1.42;-9.83;-1.33;-0.18;321;44;82.20;82.02;-160;-1.06;-1.56;-0.74;-0.00;-0.33;-0.03;
-9.15;-0.01;0.53;306;161;86.70;86.53;-670;3.30;3.17;0.07;0.08;0.34;-0.19;-9.88;-1.28;-0.20;206;57;82.51;82.02;-116;-1.15;-1.56;-0.07;-0.00;-0.13;-0.03;
-9.19;-0.04;0.42;247;216;87.36;86.54;-678;2.63;3.17;-0.05;-0.01;1.18;0.76;-9.90;-1.34;-0.19;182;84;82.22;82.02;-105;-1.11;-1.56;0.10;-0.00;0.28;-0.03;
-9.14;0.04;0.42;491;83;87.33;86.54;-640;2.66;3.17;0.53;0.36;-0.85;-0.36;-9.87;-1.40;-0.28;344;69;81.77;82.02;-98;-1.59;-1.56;0.20;-0.00;0.05;-0.03;
-9.15;0.05;0.47;403;221;87.01;86.54;-677;2.97;3.17;-0.04;0.09;1.25;0.76;-9.83;-1.36;-0.28;247;92;81.94;82.02;-91;-1.63;-1.56;0.31;-0.00;0.40;-0.03;
-9.15;0.02;0.47;397;231;87.04;86.55;-660;2.95;3.17;0.22;0.18;1.41;1.21;-9.87;-1.28;-0.25;289;61;82.49;82.02;-108;-1.43;-1.56;0.05;-0.00;-0.07;-0.03;
-9.16;0.07;0.49;430;63;86.92;86.55;-630;3.06;3.17;0.68;0.53;-1.16;-0.44;-9.84;-1.21;-0.25;296;61;82.82;82.02;-98;-1.45;-1.56;0.20;-0.00;-0.07;-0.03;
-9.21;0.07;0.46;449;125;87.12;86.55;-651;2.85;3.17;0.36;0.41;-0.21;-0.28;-9.91;-1.23;-0.16;310;63;82.87;82.02;-119;-0.94;-1.56;-0.12;-0.00;-0.04;-0.03;
-9.10;0.05;0.48;580;115;86.96;86.55;-683;3.03;3.17;-0.13;0.04;-0.36;-0.34;-9.87;-1.35;-0.29;399;74;82.03;82.02;-89;-1.68;-1.56;0.34;-0.00;0.13;-0.03;
-9.16;0.11;0.51;468;132;86.71;86.55;-661;3.21;3.17;0.21;0.16;-0.10;-0.18;-9.93;-1.23;-0.26;164;65;82.80;82.02;-142;-1.49;-1.56;-0.47;-0.00;-0.01;-0.03;
-9.11;0.03;0.39;322;226;87.53;86.55;-669;2.46;3.17;0.09;0.11;1.33;0.87;-9.87;-1.37;-0.31;102;46;81.89;82.02;-155;-1.79;-1.56;-0.67;-0.00;-0.30;-0.03;
-9.17;0.01;0.43;283;168;87.30;86.56;-632;2.70;3.17;0.65;0.49;0.44;0.58;-9.87;-1.34;-0.28;143;68;82.11;82.02;-161;-1.59;-1.56;-0.76;-0.00;0.04;-0.03;
-9.14;0.06;0.51;397;182;86.77;86.56;-694;3.21;3.17;-0.30;-0.06;0.66;0.63;-9.86;-1.24;-0.25;256;90;82.70;82.02;-131;-1.45;-1.56;-0.30;-0.00;0.37;-0.03;
-9.18;0.01;0.33;346;232;87.92;86.56;-683;2.08;3.17;-0.13;-0.11;1.42;1.18;-9.87;-1.33;-0.35;274;49;82.06;82.02;-102;-1.99;-1.56;0.14;-0.00;-0.25;-0.03;
-9.22;0.08;0.48;375;128;86.95;86.57;-653;3.01;3.17;0.33;0.20;-0.17;0.24;-9.87;-1.31;-0.28;305;43;82.24;82.02;-119;-1.62;-1.56;-0.12;-0.00;-0.34;-0.03;
-9.18;0.06;0.45;199;121;87.16;86.57;-595;2.81;3.17;1.22;0.91;-0.27;-0.12;-9.88;-1.39;-0.30;189;40;81.81;82.02;-164;-1.74;-1.56;-0.80;-0.01;-0.39;-0.03;
-9.18;-0.06;0.43;299;113;87.28;86.57;-671;2.69;3.17;0.06;0.31;-0.39;-0.31;-9.79;-1.37;-0.13;217;35;82.02;82.02;-119;-0.76;-1.56;-0.12;-0.00;-0.47;-0.03;
-9.20;0.05;0.40;541;74;87.51;86.57;-650;2.46;3.17;0.38;0.36;-0.99;-0.78;-9.84;-1.26;-0.29;219;48;82.51;82.02;-158;-1.70;-1.56;-0.71;-0.01;-0.27;-0.03;
-9.21;-0.01;0.44;272;53;87.26;86.57;-632;2.74;3.17;0.65;0.56;-1.31;-1.15;-9.88;-1.28;-0.19;228;65;82.51;82.02;-112;-1.11;-1.56;-0.01;-0.00;-0.01;-0.03;
-9.20;0.06;0.49;301;69;86.90;86.56;-621;3.07;3.17;0.82;0.74;-1.07;-1.09;-9.85;-1.33;-0.21;283;43;82.21;82.02;-111;-1.20;-1.56;0.01;-0.00;-0.34;-0.03;
-9.17;0.00;0.37;370;87;87.69;86.56;-654;2.31;3.17;0.32;0.44;-0.79;-0.88;-9.91;-1.35;-0.28;229;38;82.08;82.02;-86;-1.62;-1.56;0.39;-0.00;-0.42;-0.03;
-9.20;0.00;0.36;361;147;87.78;86.56;-691;2.22;3.17;-0.25;-0.04;0.12;-0.18;-9.85;-1.34;-0.28;259;45;82.07;82.02;-74;-1.60;-1.56;0.57;-0.00;-0.31;-0.03;
-9.08;-0.01;0.51;436;105;86.80;86.56;-678;3.20;3.17;-0.05;-0.05;-0.52;-0.41;-9.90;-1.32;-0.20;241;33;82.34;82.02;-108;-1.14;-1.56;0.05;-0.00;-0.50;-0.03;
-9.14;-0.07;0.35;540;138;87.75;86.56;-678;2.21;3.17;-0.05;-0.05;-0.01;-0.13;-9.85;-1.37;-0.16;236;84;82.03;82.02;-137;-0.93;-1.56;-0.39;-0.00;0.28;-0.03;
-9.21;0.05;0.34;366;238;87.86;86.57;-700;2.12;3.17;-0.39;-0.29;1.51;1.01;-9.82;-1.35;-0.24;201;40;82.07;82.02;-89;-1.41;-1.56;0.34;-0.00;-0.39;-0.03;
-9.13;-0.03;0.36;555;143;87.70;86.57;-669;2.29;3.17;0.09;-0.03;0.06;0.35;-9.93;-1.37;-0.27;255;73;82.01;82.02;-92;-1.53;-1.56;0.30;-0.00;0.11;-0.03;
-9.17;0.06;0.39;317;112;87.56;86.58;-644;2.41;3.16;0.47;0.32;-0.41;-0.18;-9.89;-1.36;-0.29;256;72;81.98;82.02;-88;-1.67;-1.56;0.36;-0.00;0.10;-0.03;
-9.15;0.02;0.45;494;155;87.21;86.58;-671;2.79;3.16;0.06;0.14;0.25;0.12;-9.90;-1.33;-0.26;268;68;82.18;82.02;-92;-1.49;-1.56;0.30;-0.00;0.04;-0.03;
-9.16;0.14;0.36;346;34;87.60;86.58;-616;2.23;3.16;0.90;0.66;-1.60;-1.08;-9.87;-1.37;-0.33;222;37;81.87;82.02;-158;-1.92;-1.56;-0.71;-0.00;-0.44;-0.03;
-9.22;-0.02;0.42;324;84;87.36;86.58;-651;2.63;3.17;0.36;0.45;-0.84;-0.91;-9.86;-1.25;-0.29;177;27;82.57;82.02;-153;-1.68;-1.56;-0.64;-0.00;-0.59;-0.03;
-9.15;-0.01;0.50;550;133;86.85;86.57;-667;3.15;3.17;0.12;0.22;-0.09;-0.34;-9.83;-1.39;-0.21;247;39;81.88;82.02;-114;-1.20;-1.56;-0.04;-0.00;-0.40;-0.03;
-9.20;-0.01;0.44;396;130;87.24;86.57;-656;2.76;3.17;0.28;0.26;-0.14;-0.20;-9.83;-1.36;-0.31;256;62;81.95;82.02;-61;-1.81;-1.56;0.77;-0.00;-0.05;-0.03;
-9.19;0.01;0.39;566;86;87.55;86.57;-665;2.45;3.17;0.15;0.18;-0.81;-0.62;-9.88;-1.32;-0.37;299;55;82.09;82.02;-94;-2.14;-1.56;0.26;-0.00;-0.16;-0.03;
